Age_old_vs_young.baseMean	Age_old_vs_young.log2FoldChange	Age_old_vs_young.lfcSE	Age_old_vs_young.stat	Age_old_vs_young.pvalue	Age_old_vs_young.padj	Regime_Sel_vs_Cont.baseMean	Regime_Sel_vs_Cont.log2FoldChange	Regime_Sel_vs_Cont.lfcSE	Regime_Sel_vs_Cont.stat	Regime_Sel_vs_Cont.pvalue	Regime_Sel_vs_Cont.padj	Ageold.RegimeSel.baseMean	Ageold.RegimeSel.log2FoldChange	Ageold.RegimeSel.lfcSE	Ageold.RegimeSel.stat	Ageold.RegimeSel.pvalue	Ageold.RegimeSel.padj
OPUS	1193.26534411159	0.439840267190636	0.217749587311368	2.01993616897971	0.0433900089721911	0.113339026994976	1193.26534411159	0.10311893147817	0.217892714668769	0.473255526853784	0.636030886920622	0.781695419149325	1193.26534411159	0.392847222996138	0.307677452739622	1.27681511757897	0.201667527035593	0.414832586558646
1360	1655.92553546951	-0.230008084543981	0.182192926023127	-1.26244245352745	0.206789621142407	0.349688515157258	1655.92553546951	-0.123430582326446	0.18208340328146	-0.677879367927073	0.497848182659234	0.683983684281696	1655.92553546951	0.37159601911508	0.257570155028185	1.44269827796787	0.149105484554808	0.349313426443628
AF222049	1318.18400987198	-0.139415238334349	0.385560810411612	-0.361590790789952	0.717657847546556	0.81890534022413	1318.18400987198	-0.544713799222382	0.385645371194898	-1.41247332370312	0.157810639993605	0.336305074212263	1318.18400987198	-0.271688911664523	0.545531326759173	-0.49802623302779	0.618465552382947	0.784470314296852
DMIS297	1520.10169672946	-1.09690072322556	0.111297378982136	-9.85558450034679	6.48383289771492e-23	3.62600635956019e-20	1520.10169672946	-0.436154340236623	0.110537313372806	-3.94576570506664	7.95453672198125e-05	0.00144155716101634	1520.10169672946	0.434423518180108	0.157511873368721	2.7580366412325	0.00581496794696536	0.0526535968617154
DMCR1A	1599.00541469242	-0.388888687290417	0.147726213349705	-2.63249614589267	0.0084759984673362	0.0333474458962802	1599.00541469242	-0.60608856180187	0.147805184753999	-4.10059067150195	4.12096927792612e-05	0.000867733660234071	1599.00541469242	0.744732018325051	0.209060517147908	3.5622796139845	0.00036764850479201	0.010842402870503
RT1B	1279.72206832176	-0.290258023313435	0.196174455708717	-1.47959132734598	0.138982342372393	0.265442938497541	1279.72206832176	-0.607018169539195	0.196307925764132	-3.09217351860026	0.00198696666521189	0.0155450921454812	1279.72206832176	0.433733092238029	0.277696333040537	1.56189708192767	0.11831223603808	0.307715956969091
DMRTMGD1	1973.9109609735	1.52205132186873	0.27019985770777	5.63305745155082	1.77042446341937e-08	7.42566603514181e-07	1973.9109609735	-0.634774325766233	0.270802755003674	-2.34404677957438	0.0190757786737223	0.0796463064352099	1973.9109609735	-1.05567958818724	0.382587321740656	-2.75931670548888	0.0057922370258663	0.0526175059275298
BLOOD	2000.95192687588	-0.246044184790572	0.300874465710208	-0.817763595224972	0.41349218916984	0.567097076913535	2000.95192687588	-1.93252856674694	0.301378789059371	-6.41229123250023	1.43348655574851e-10	4.06175299296219e-08	2000.95192687588	0.237736131772923	0.426261474798829	0.557723711449928	0.577033063614089	0.755045019867505
SPRINGER	1705.92237456363	1.86097803980954	0.673541557071946	2.7629743410335	0.00572772689810853	0.0247849759363989	1705.92237456363	-0.237681346964785	0.673856837918902	-0.352717867639104	0.724299962798514	0.839001516191499	1705.92237456363	-0.223863716703323	0.952590811886126	-0.235005118577696	0.814204760416694	0.905316998411432
DMTN1731	689.661817734986	0.0182537483147366	0.218396564289476	0.0835807485072975	0.933389773835764	0.960039368009039	689.661817734986	0.294041877928903	0.217997869938788	1.3488291331079	0.177391854831576	0.362345312000433	689.661817734986	0.336984375694233	0.308139313025459	1.09361045945602	0.274125859937605	0.496113016663351
F	1245.71685806099	-0.515713403548582	0.154441504222878	-3.33921510376088	0.000840154802474573	0.00557745739398714	1245.71685806099	-0.838579291799647	0.154640905479239	-5.42275207973501	5.8688364818202e-08	5.03252728316083e-06	1245.71685806099	0.996064826377514	0.21870840233255	4.55430525647104	5.25589888775683e-06	0.000815769723449016
DM14101	1029.53907506907	-0.029307166075351	0.257120097679527	-0.113982400986325	0.909251744490885	0.943697964601491	1029.53907506907	0.840069278731674	0.256500703880547	3.27511490620664	0.00105619003960484	0.0100119134372433	1029.53907506907	0.349723598371373	0.36271579957869	0.964180768462781	0.334955304460754	0.557846868058845
DM23420	1122.54293537306	0.0375509564399543	0.172249169624927	0.218003700811572	0.827426227944327	0.891916736546384	1122.54293537306	-0.423749824301264	0.172535932809065	-2.45600911880891	0.014048959246911	0.0642614574516078	1122.54293537306	0.349287267474781	0.243808444901589	1.43262989768779	0.151963632909283	0.353041107036092
DME9736	771.28807806842	0.0628601507313572	0.211584202200907	0.29709283622068	0.766395633464931	0.851357389274702	771.28807806842	-0.340937558900764	0.21187776693004	-1.60912380680951	0.107589272577892	0.264019842366666	771.28807806842	0.513575112473897	0.299285602452707	1.71600340365538	0.0861614194610758	0.258511244890973
412	1311.18401806268	-0.600241754026623	0.127647330565902	-4.70234474442636	2.57190770275217e-06	5.23474593780268e-05	1311.18401806268	-0.334469908547111	0.127302918264155	-2.62735460512448	0.00860516073435303	0.0454639906816204	1311.18401806268	0.251201646665127	0.180673872672015	1.3903595630628	0.164419719142936	0.368836772524472
ROOA_LTR	1396.17593656695	0.134691193898417	0.0550175444100439	2.44814986460624	0.0143591916261758	0.0499669350088505	1396.17593656695	-0.155525149340947	0.0553657537390908	-2.8090496170946	0.00496879880669381	0.0305343345810689	1396.17593656695	-0.0189500203988138	0.078083155859313	-0.242690247214869	0.808245363219002	0.902446413661637
DOC3	1046.50010069421	-0.303824595436603	0.113098659967522	-2.68636777415269	0.0072233532043054	0.0295578606381055	1046.50010069421	-0.680859781255605	0.11348282710125	-5.99967236142377	1.97716059315023e-09	3.73482770595943e-07	1046.50010069421	0.740226850056777	0.160389833527737	4.61517313021443	3.92767757977616e-06	0.000678460982549642
DME010298	791.858036657837	-0.231162841036657	0.230548836871095	-1.0026632282075	0.316023377589229	0.472606462040992	791.858036657837	-0.7962870430188	0.230978791978922	-3.44744656510051	0.00056591233916274	0.00645328208980503	791.858036657837	0.79936886494258	0.326452384555562	2.44865377850082	0.0143391205783563	0.0887504231776851
PPI251	1113.5108834654	0.24499390946264	0.251090049100487	0.975721301343142	0.329202593295914	0.486186526115093	1113.5108834654	0.290278204588212	0.25101307062046	1.1564266508939	0.247506685710101	0.444169370996208	1113.5108834654	-0.14761855057736	0.354887010488564	-0.415959294689702	0.677439789489352	0.824152670684472
QUASIMODO	519.334883795633	-0.298133654963375	0.125797646841454	-2.36994619890721	0.017790673858064	0.0587387331428463	519.334883795633	-0.627820304991573	0.126336067753423	-4.96944630425672	6.7144361030021e-07	3.73999829771493e-05	519.334883795633	0.364093517025332	0.17909264846144	2.03298974108211	0.0420535594735742	0.168097213581204
AY561850	906.713659145259	0.0194232949337038	0.313928594462053	0.0618716971832003	0.950665006677931	0.970645926861484	906.713659145259	0.53175781464082	0.313578345737155	1.69577339082765	0.0899288035701464	0.232935617196599	906.713659145259	0.350302681050411	0.443387662594956	0.79005960382443	0.429492960062794	0.641379329979952
STALKER2	820.326005179548	-0.0103903463781565	0.468979959867045	-0.0221552033504847	0.982324151357689	0.989400929120472	820.326005179548	-0.52946198804532	0.469147210648389	-1.12856258340228	0.259082402257483	0.457882038104953	820.326005179548	0.313995988684964	0.663408097534752	0.473307440550973	0.635993854504659	0.796535303778952
GYPSY4	757.09497472994	-0.328964271315529	0.157574688037142	-2.08767204563965	0.0368274281465499	0.100933796068397	757.09497472994	-0.699266632930509	0.15794614228018	-4.42724730617406	9.54432828350108e-06	0.000276138731853484	757.09497472994	0.730428229562826	0.223319107144355	3.27078250895331	0.00107250358759619	0.0206908424081271
INVADER2	699.537068560705	-0.357354207525388	0.133635549331904	-2.67409539835725	0.00749311327026293	0.0304221040681271	699.537068560705	-0.726546818294836	0.1341045701443	-5.41776329854423	6.03492381300506e-08	5.14112398553647e-06	699.537068560705	0.688426401056913	0.189690269888936	3.62921304007838	0.000284286557435688	0.00978400990483072
Tinker	956.9301030134	0.0817376173219781	0.236211279451352	0.346036046677491	0.729315624887827	0.826346618300303	956.9301030134	-0.0026880168778727	0.236195810668891	-0.0113804595867319	0.990919903002578	0.996491762583547	956.9301030134	0.58002441293473	0.333757665526491	1.73786094776209	0.0822353182848237	0.252761607911854
BAGGINS	588.825360542689	-0.529496615470549	0.225381749342291	-2.34933226410623	0.0188071157258112	0.0611984840605564	588.825360542689	-0.74595975891373	0.225526204648151	-3.30764116780806	0.000940852789380626	0.00921048245180375	588.825360542689	0.902764979850768	0.319076047388921	2.82930977501545	0.00466485222634264	0.0465261716184971
DM06920	498.423916235456	-0.175639728465477	0.304726893342984	-0.576384074732079	0.56435560620852	0.701873582475152	498.423916235456	-0.1157271935162	0.304555014912968	-0.37998781123099	0.703954462990433	0.824088991253503	498.423916235456	0.438659437168968	0.430723020717063	1.01842580050328	0.308475646147137	0.531629248647745
DOC2	386.940401751687	-0.531126166271124	0.144116597815166	-3.685392066723	0.000228350840976587	0.00194738591888993	386.940401751687	-0.558368260513263	0.14387631694931	-3.88089070079535	0.000104074608299007	0.00175259488962436	386.940401751687	0.85527518828452	0.203985280357546	4.1928279667307	2.75498367849784e-05	0.0022913301290499
Beagle2	548.265735606787	-0.120361144480356	0.217987192993228	-0.552147779085787	0.580847109178462	0.716465544605804	548.265735606787	-0.334889011458342	0.218129300495643	-1.53527751978938	0.124715673660748	0.290847037125459	548.265735606787	0.390042905091792	0.308417173075482	1.26466013938962	0.205993184678572	0.420499902572564
JUAN	448.313476502551	0.467885564212079	0.292497767743078	1.59962097428059	0.109682692596489	0.223553200599299	448.313476502551	0.258332551675261	0.292607937766419	0.882862418727277	0.37731061080834	0.5804761020036	448.313476502551	-0.29772115162773	0.413361452645241	-0.720244110142614	0.471374709537271	0.67592465439194
ACCORD	491.154408809444	-0.0480640360017064	0.271801276658686	-0.176835210608899	0.859637830809745	0.911310172526769	491.154408809444	-0.489945421289778	0.272211495356588	-1.79987043033567	0.0718810997027891	0.199619672992434	491.154408809444	0.587766990700353	0.384626760795838	1.52814897612479	0.126475553827315	0.318686606457158
DMDM11	282.404599560772	-0.315357091090899	0.350157792057393	-0.900614232337889	0.367793464717278	0.523686523962137	282.404599560772	-0.572879340731591	0.350409386095299	-1.63488583201304	0.102072983067426	0.254382267935148	282.404599560772	0.634219010986915	0.495593816443303	1.27971534338034	0.200645266418392	0.413366064467102
DMMDG3	413.313042128526	-0.0605701006800362	0.221936714933739	-0.272916090959172	0.784917717105228	0.863845462470071	413.313042128526	-0.19951409045456	0.221990088655256	-0.898752244585114	0.368784642123215	0.572844598430937	413.313042128526	0.0683117080323152	0.314092637402873	0.21748904589793	0.827827242811056	0.91361976897083
TABOR	256.10351919044	-0.800642843187831	0.193351150885032	-4.14087446349827	3.45984285635036e-05	0.000435502620632139	256.10351919044	-0.347327901245721	0.191449248792127	-1.81420352096991	0.069646398303183	0.195556043835348	256.10351919044	0.67214880905704	0.272956578100409	2.46247521761423	0.0137981708209563	0.0867947671577478
TC1-2	470.943085764827	-0.155500264568636	0.112616121657688	-1.38079932322035	0.167340671662809	0.301881543472816	470.943085764827	-0.335998738337735	0.112836521188783	-2.9777481155732	0.00290374511626498	0.0205357644304926	470.943085764827	0.392755778155561	0.159563684422013	2.46143588109186	0.013838213030685	0.0868504504798948
ROVER	393.554867154638	-0.50741998279975	0.211650619049847	-2.39744152451661	0.0165100159743468	0.0553981793150655	393.554867154638	-0.512960417172451	0.21146109260843	-2.42579100885626	0.0152750638076326	0.0679969882748236	393.554867154638	0.374752594389714	0.299917709673018	1.24951805879781	0.211475652606392	0.425445948110665
DMIS176	418.628434756951	-0.221803004618779	0.134793503799854	-1.64550218197547	0.0998662930644321	0.208317894449146	418.628434756951	-0.518453442551393	0.135318505861935	-3.83135654099204	0.000127438673031921	0.00205828459020825	418.628434756951	0.324508906425959	0.191680956614567	1.69296372554361	0.0904623720896816	0.265291458216847
ROXELEMENT	404.362103943444	-0.536059875661781	0.153682145072636	-3.48810771354356	0.000486452066233785	0.00362165702566837	404.362103943444	-0.513722207516519	0.153330169149218	-3.35043136237965	0.000806858029441194	0.00833327064638393	404.362103943444	0.853483977706897	0.217344257353282	3.92687613696461	8.60562693984267e-05	0.0045793355109267
BS	355.483202536686	-0.251475712766477	0.201070321530294	-1.25068538634922	0.211049284193308	0.354840772164095	355.483202536686	-0.659881148578598	0.201735006031612	-3.27102946364795	0.00107156745618549	0.0100770636536231	355.483202536686	0.344945364161306	0.28557448962428	1.2078997833985	0.227085812922701	0.443121221323617
DMIFACA	317.987579509143	-0.539210560903389	0.184559826010905	-2.92160310593015	0.00348234990988728	0.0168022667796698	317.987579509143	-0.743959601064912	0.18485923182706	-4.0244655011923	5.7104864165224e-05	0.00110924709318857	317.987579509143	1.03844445965926	0.26155141835456	3.97032624098235	7.1774284740108e-05	0.00413272650800991
TAHRE	391.057962181248	-0.231646111230929	0.245454082097468	-0.943745197682	0.345299871349178	0.501571019063048	391.057962181248	0.276380037433213	0.244432238362324	1.13070206812709	0.2581805105988	0.457085407357963	391.057962181248	0.398911094399717	0.345933805779703	1.1531428491084	0.248851756602703	0.467867971054111
GYPSY12	280.055484840672	-0.618275283346121	0.145600632199523	-4.24637773892952	2.17254241599428e-05	0.000294758070811631	280.055484840672	-0.486891436033958	0.144624923511313	-3.36658042205201	0.000761063871237711	0.00797898815435254	280.055484840672	0.732330490396527	0.206013552290052	3.5547685201091	0.000378311994027149	0.0109759355786481
DMGYPF1A	459.436566406092	1.4514619674782	0.553343337006073	2.62307661520152	0.00871396746273704	0.0341012808689652	459.436566406092	-0.113075284881367	0.554143038368923	-0.204054327226046	0.838311044932691	0.909030462533502	459.436566406092	-1.08836001209271	0.782966080993098	-1.39004745992605	0.164514466073578	0.368917200933519
GYPSY7	182.000674054426	-0.125028669418489	0.250596876623877	-0.498923494589859	0.617833281797985	0.74708780815027	182.000674054426	-0.996161353634929	0.253471145290612	-3.9300779285658	8.49183349617319e-05	0.00151205680039783	182.000674054426	0.717326973926387	0.357215969271673	2.00810443998051	0.0446321945635659	0.173828841582492
CIRC	331.07540840306	-0.295384311976526	0.143266978873935	-2.06177525552796	0.0392291379329366	0.105184245635709	331.07540840306	-0.422653988184919	0.143340212051737	-2.94860724799519	0.00319209360500419	0.0220077932418609	331.07540840306	0.529373646334798	0.202996411041201	2.60779805721469	0.00911266971731355	0.0676489032298268
INVADER4	218.147185709226	-0.180905543913831	0.184253973200316	-0.981827098605659	0.326185035565697	0.48288378390061	218.147185709226	-0.626166070700413	0.185718707184356	-3.37158318724909	0.000747374640913225	0.00788129536380499	218.147185709226	0.919666003811176	0.261324664684283	3.51924685303725	0.000432773826316188	0.0120122267707095
TRANSIB2	277.436866731572	-0.300615260042505	0.118537518883749	-2.53603469073215	0.0112115627113878	0.0414573653912272	277.436866731572	-0.368162658821893	0.11835746575923	-3.11059937334948	0.00186708061298664	0.0150034085756275	277.436866731572	0.384376133498075	0.168286456932062	2.2840586254261	0.0223680857439078	0.115577021045834
IVK	251.247811577669	-0.455006842174857	0.272863068793566	-1.66752812752059	0.0954094362251759	0.201599211771944	251.247811577669	-0.843782658322371	0.273577758614584	-3.08425166795482	0.00204064892473794	0.0158887802180611	251.247811577669	0.879152130574946	0.386913806228864	2.27221700653121	0.0230734065920795	0.117718656837555
TIRANT	320.46582703735	-0.591702560275727	0.236711514707847	-2.49967797724591	0.0124306242199286	0.0449877506437108	320.46582703735	-0.710957815777672	0.236742197335506	-3.00308869216973	0.00267254532440919	0.0192452794245024	320.46582703735	0.855992294090167	0.33528655530576	2.55301705524564	0.0106794266686554	0.0742468127775
DMTNFB	299.558242376232	-0.121951309987266	0.150377900900561	-0.810965635621607	0.417385405531641	0.570836637075066	299.558242376232	-0.182334725955952	0.150229998066377	-1.21370384279304	0.224860836420947	0.417379114484566	299.558242376232	0.0644092826812016	0.213057330293283	0.302309629959876	0.762416037938259	0.877487040974333
DMPOGOR11	355.777643028468	-0.452174452519103	0.256673621925425	-1.76167090769647	0.0781249159234649	0.175340212641263	355.777643028468	-0.39755866212091	0.256402546906898	-1.55052540201665	0.121015461402661	0.284816815442811	355.777643028468	0.275266198995193	0.363399019986199	0.757476448355989	0.44876447061683	0.657111042786355
DM33463	286.914082596651	-0.198717162349442	0.11855038210201	-1.67622540582325	0.0936940496186214	0.199285530699113	286.914082596651	-0.38662607824975	0.118931108005419	-3.2508406314699	0.00115064337765121	0.0105839702076965	286.914082596651	0.430476840917786	0.168307504085265	2.55768061713818	0.0105372821025453	0.0737058203449789
DM88	184.004627866496	-0.290956660872671	0.160588319252163	-1.81181708749188	0.0700144639352232	0.162692889682481	184.004627866496	-0.733196286190951	0.162434696050447	-4.51379110509275	6.36789411826213e-06	0.000199997908282961	184.004627866496	0.544754089300533	0.229879440289234	2.36973819239826	0.0178006850334916	0.100531039659517
GYPSY6	333.434264150079	-0.410806393866947	0.244017756742123	-1.6835102467608	0.0922763574383837	0.1967886990776	333.434264150079	-0.311321032219507	0.243594094578011	-1.27803193570362	0.201238166107558	0.390070317905058	333.434264150079	0.770958620589613	0.344718034881539	2.23649053016489	0.0253196569350967	0.124306562338113
DME278684	245.067757932427	-0.541908482028349	0.164699443601093	-3.2902872661845	0.00100085148628482	0.00641944284813157	245.067757932427	-0.586304452631649	0.16443593560458	-3.56554940667919	0.000363094748698718	0.00453746591997996	245.067757932427	0.943450505651651	0.233094993932297	4.04749364083589	5.17689880083453e-05	0.00343153637331896
DMTRDNA	238.369768560488	-0.289647403692069	0.259321016177573	-1.11694535198693	0.264017691785156	0.41535482549563	238.369768560488	-0.248534100387414	0.25894434535594	-0.959797365127953	0.337157208690772	0.542130157670308	238.369768560488	0.474011201947423	0.366537003746829	1.29321513817695	0.195936661360156	0.406725241958187
GYPSY2	381.190963532591	-0.32924168418849	0.138938013970578	-2.3697019611797	0.0178024293157622	0.0587513709102811	381.190963532591	-0.325182113592188	0.138604782924509	-2.34611033422489	0.0189704908203525	0.0793521750168403	381.190963532591	0.55197444031315	0.196399595003194	2.81046628586059	0.00494697715211463	0.0482997038816896
DIVER2	236.665742526215	-0.530979081258102	0.147572340565719	-3.59809351279917	0.000320558370312622	0.00257220735488453	236.665742526215	-0.616341251771153	0.14747345794326	-4.17933681332874	2.92360419006574e-05	0.000660420398844314	236.665742526215	0.864938752316658	0.209301173637196	4.13250789417908	3.58826438849525e-05	0.00268593550360164
TC1	246.274814267598	-0.291630073682507	0.108113823741792	-2.6974355691924	0.00698758054193035	0.0289358765459908	246.274814267598	-0.388832981000203	0.108065541147743	-3.59812181450704	0.000320523497877278	0.00412409010003203	246.274814267598	0.454764653636222	0.153604209234338	2.96062624782915	0.003070142631832	0.0363471419720932
McCLINTOCK	67.4292835459871	-0.668001763386105	0.19992085453336	-3.34133107296537	0.000833777363328082	0.00555095314905045	67.4292835459871	-0.695209068722375	0.19890319487801	-3.49521318221538	0.000473683251477957	0.00556215090068801	67.4292835459871	0.959585931640058	0.284542292170496	3.37238420454236	0.000745204147679567	0.016503258718237
GTWIN	299.825506433488	-0.215043771835648	0.259059582731856	-0.830093870946408	0.40648571212657	0.560706002730797	299.825506433488	-0.159694142766275	0.258733473299768	-0.617214853299069	0.537093019886809	0.712463873912746	299.825506433488	0.429690630726877	0.3660439820515	1.17387705247514	0.240444275186933	0.459134068333144
INVADER	187.93559338667	-0.342043981680434	0.12963790523198	-2.63845656151543	0.00832843695285656	0.0329212936971886	187.93559338667	-0.538038524894563	0.130260062255306	-4.13049491593227	3.61983100857407e-05	0.000779849212657097	187.93559338667	0.766116746983034	0.184134587224285	4.16063466691278	3.17364414011031e-05	0.00251819217141465
G4_DM	260.064990846083	-0.24344885874025	0.158358729957273	-1.53732515287244	0.124213704945048	0.244554191261466	260.064990846083	-0.485896943087057	0.158875424239616	-3.05835182132528	0.00222558115789447	0.016816362209853	260.064990846083	0.347875612697175	0.225168865615749	1.54495432459488	0.12235731183095	0.313230254728205
DMHFL1	227.687388585572	-0.335760214650499	0.158610451138195	-2.11688581831192	0.034269539552433	0.0959383724681225	227.687388585572	-0.24644178386712	0.157743446029275	-1.56229491665463	0.118218528994177	0.280820176218353	227.687388585572	0.531701704142222	0.22378050005426	2.37599658599967	0.0175016247414122	0.0997773266266704
STALKER4	188.522175886428	-0.166853154066569	0.160131303392694	-1.04197711834888	0.297422287641822	0.452627620327271	188.522175886428	-0.0414954431181624	0.158985166633915	-0.261001978968965	0.79409098114278	0.883196676185254	188.522175886428	0.143463510303469	0.225806859563304	0.635337254948405	0.525208480840221	0.714560628514322
GYPSY10	215.703288093393	-0.312226897610874	0.126035220947504	-2.47729876826195	0.0132381035407072	0.0471974159022662	215.703288093393	-0.43066002542471	0.126113223686977	-3.41486810688183	0.000638129031180494	0.00704265350754154	215.703288093393	0.612349799352976	0.178680654777332	3.42706265608929	0.00061014826821607	0.0147523947299033
G5_DM	232.862289219091	-0.270566028122368	0.198233821334453	-1.36488327925576	0.172289738399505	0.307924317115171	232.862289219091	-0.709223663171721	0.199402317774557	-3.55674733918371	0.000375474960882621	0.0046520348290343	232.862289219091	0.534785799838443	0.282041131150464	1.89612698565283	0.0579432550145929	0.204009679305064
TARTC	206.580136694458	-0.0850843391906428	0.735611824612924	-0.115664724714579	0.907918264159404	0.942965046078468	206.580136694458	-1.28309795304308	0.736834142745925	-1.74136603966453	0.081619437046294	0.218310638715657	206.580136694458	0.345047761764063	1.0418706198046	0.331181007703987	0.740507765177392	0.864734392866537
INVADER6	212.541133965644	-0.157828753094647	0.155261516561396	-1.01653491856906	0.309374728057139	0.465116935776907	212.541133965644	-0.227119930942926	0.155090800306055	-1.46443200044574	0.143075949951134	0.316315706131012	212.541133965644	0.378538595794459	0.21941924263346	1.72518413267339	0.0844942942878176	0.256544601477452
DMBARI1	262.80867768598	-0.568893051607301	0.233753797951762	-2.43372752268478	0.0149442400213888	0.0515282310073957	262.80867768598	-1.03112680628194	0.234795996708616	-4.39158597563986	1.12526822393246e-05	0.000312058426185866	262.80867768598	1.0290305326253	0.332106970829755	3.09849121821898	0.00194508734646254	0.0288881491085733
DMTHB1	172.006726021875	-0.220498299131632	0.136146779677303	-1.61956308958802	0.10532616379298	0.216552953008536	172.006726021875	-0.368894165370446	0.136433138933872	-2.70384576836019	0.00685420950008013	0.0385242633135163	172.006726021875	0.384986877861513	0.193508061458598	1.98951338233463	0.046644566195039	0.178684813796622
QBERT	193.24962235797	-0.309830215276416	0.149682537774293	-2.06991556853219	0.0384602517536428	0.103679831685589	193.24962235797	-0.544912564878872	0.150411593838455	-3.62280959181988	0.000291420344832082	0.0038406195900317	193.24962235797	0.609835165371378	0.212922605356467	2.86411658522783	0.00418174067957626	0.043741723329901
INVADER3	163.637423318416	-0.112091647282283	0.171652623952001	-0.653014470164036	0.513746949885774	0.659609071767632	163.637423318416	-0.27337344541449	0.171960611364808	-1.58974455396962	0.111892396417508	0.271280784022657	163.637423318416	0.365206609588807	0.242980115745934	1.50303084870812	0.132831089190682	0.32757316060525
G5A	172.119438136875	-0.374750785885175	0.11401776731937	-3.28677533945632	0.00101341648058595	0.00648233286928182	172.119438136875	-0.534992741663522	0.114469396463317	-4.67367487025205	2.95857569740132e-06	0.000109907485018063	172.119438136875	0.548495660382975	0.16320390678981	3.36079981890005	0.000777171301984717	0.0168782966705695
TRANSIB3	170.521421194888	-0.12581347453568	0.161926513624138	-0.776978838855982	0.437171255219626	0.590334508600585	170.521421194888	-0.40645373360563	0.162905329670532	-2.49503030028337	0.0125946374850174	0.0595640438968491	170.521421194888	0.329469712612859	0.230336971592324	1.43038136837186	0.152607592723454	0.354170742269315
