Age_old_vs_young.baseMean	Age_old_vs_young.log2FoldChange	Age_old_vs_young.lfcSE	Age_old_vs_young.stat	Age_old_vs_young.pvalue	Age_old_vs_young.padj	Regime_Sel_vs_Cont.baseMean	Regime_Sel_vs_Cont.log2FoldChange	Regime_Sel_vs_Cont.lfcSE	Regime_Sel_vs_Cont.stat	Regime_Sel_vs_Cont.pvalue	Regime_Sel_vs_Cont.padj	Ageold.RegimeSel.baseMean	Ageold.RegimeSel.log2FoldChange	Ageold.RegimeSel.lfcSE	Ageold.RegimeSel.stat	Ageold.RegimeSel.pvalue	Ageold.RegimeSel.padj
DM14101	2243.13057764992	0.265363800558311	0.212707499402053	1.24755263121555	0.212194934671814	0.301086946989432	2243.13057764992	0.776098650380362	0.212332886597716	3.65510337478127	0.000257078369000762	0.0033899357711136	2243.13057764992	-0.0411875179521189	0.300353096184793	-0.137130325857464	0.890927782324386	0.94582612517881
DM23420	2180.19422252651	0.627775664329897	0.158891420993172	3.95097268566107	7.78342082450401e-05	0.000265815393294606	2180.19422252651	-0.0591586599338677	0.158931297673951	-0.372227879591295	0.709723190164304	0.839874218292973	2180.19422252651	-0.229165722886993	0.224660209273148	-1.02005479131539	0.307702475928452	0.517911470084521
DME9736	2434.15372200834	1.00938144759178	0.15274866241586	6.60811971527273	3.89231885443944e-11	4.05644547176226e-10	2434.15372200834	0.0296696299567986	0.152908300903996	0.194035443343437	0.846148129493498	0.922299391820132	2434.15372200834	-0.246995745516564	0.215930405582818	-1.14386737175757	0.252678644335056	0.462158434683409
412	1810.11464564381	-0.0366884329784365	0.170272681606635	-0.215468697810224	0.829401914425046	0.875933945972662	1810.11464564381	-0.260411382363635	0.170083864295274	-1.53107635132012	0.12575052375145	0.304492983172879	1810.11464564381	0.111842104453777	0.240752189918466	0.464552802164143	0.642251738374567	0.802153095138068
ROOA_LTR	1683.99250044522	0.948455210538762	0.108266203138231	8.7603996727197	1.9455929805199e-18	6.1792217915752e-17	1683.99250044522	0.117139007669843	0.108460847076264	1.08001191976194	0.280136872258302	0.497305004196557	1683.99250044522	-0.347300353598597	0.152879361796869	-2.27172817518728	0.0231029333379428	0.101834482638509
DOC3	1808.32399786074	0.454299602960627	0.116319470936179	3.90561957773937	9.39842686384445e-05	0.000315427624489117	1808.32399786074	-0.275851922136655	0.116419351781818	-2.36946794424376	0.0178136992187768	0.0818276770340406	1808.32399786074	-0.034582883273911	0.164544821164903	-0.210173027805311	0.833532630098021	0.917622155865306
DME010298	2026.36029553402	0.990213920687296	0.123090725080455	8.04458597542639	8.65374888967085e-16	1.89338495531935e-14	2026.36029553402	-0.26655105116064	0.123524058156827	-2.15788774379664	0.0309365606301477	0.120704042073447	2026.36029553402	-0.0204593028583978	0.174128194801683	-0.117495635222654	0.906467302675674	0.953057854600039
PPI251	1580.53221268732	0.480116160867914	0.24359820317929	1.97093473844118	0.048731341041563	0.0866241373393697	1580.53221268732	0.325588108196918	0.243426162630624	1.33752306932993	0.18105195717619	0.381535968385001	1580.53221268732	-0.190647691512437	0.344239366233828	-0.553823037725842	0.579699960216612	0.758208005301425
QUASIMODO	2258.39910951732	0.890201821646642	0.0883608061506704	10.0746231324406	7.15345017945488e-24	4.71176267731484e-22	2258.39910951732	-0.031542527527778	0.0886072139640219	-0.355981484087578	0.72185443166116	0.847478365279722	2258.39910951732	-0.323497432204046	0.124898169330513	-2.59008946198394	0.00959509927225777	0.0608236869584249
AY561850	1764.00772301575	0.520464041711659	0.209960765222318	2.47886333030156	0.013180179787536	0.0275621182263284	1764.00772301575	0.671688699850076	0.209642739402799	3.20396834044189	0.00135547381153262	0.0122958211221185	1764.00772301575	-0.0946193099090192	0.296421901664542	-0.319204854221937	0.749571176227872	0.869328750818249
STALKER2	1943.30994332922	0.708775307991959	0.43243574559337	1.63903034199776	0.101206940724369	0.162413222565272	1943.30994332922	-0.415196798769795	0.432533504663893	-0.959918235911991	0.337096367488818	0.554200852046353	1943.30994332922	-0.173946402967302	0.611621524032487	-0.284402029903158	0.776102303564779	0.884845631750475
GYPSY4	1357.85960926412	0.606353602890968	0.148447769554038	4.08462589038929	4.414788652054e-05	0.000157557822339223	1357.85960926412	-0.26233762660884	0.14866280533446	-1.76464870293975	0.0776228247963428	0.223925521111521	1357.85960926412	0.0304184633706722	0.209948827667714	0.144885130860628	0.884801566409807	0.942965061666024
INVADER2	1229.15158321664	0.590267755939519	0.139406964558919	4.23413391007481	2.29434206634364e-05	8.6733524933788e-05	1229.15158321664	-0.262540732500447	0.139641171444013	-1.88010978270623	0.0600931174961371	0.188120303661311	1229.15158321664	-0.0576425365705492	0.197210816898999	-0.292288919426112	0.770065730113916	0.881860273591913
Tinker	891.315634708022	0.544069047839098	0.232047120064334	2.34464899925608	0.0190449992163044	0.0380872062626884	891.315634708022	0.31778201983501	0.231769367328929	1.37111311774006	0.170339696366006	0.367142533519522	891.315634708022	-0.0329964651716133	0.327608881172065	-0.100719080183553	0.919773464598718	0.958784281615358
BAGGINS	1238.51540020886	0.600079948031591	0.17260898011002	3.47652797466913	0.00050795123406115	0.00146029153958969	1238.51540020886	-0.310445333687841	0.172842826395628	-1.79611349896147	0.0724764679918554	0.214074491000838	1238.51540020886	0.0259277240662081	0.244166127142879	0.106188865628507	0.915432504938461	0.957051771206043
DM06920	859.506859397432	0.675753822752647	0.238064082629824	2.83853748657837	0.00453207956099462	0.0106034008416551	859.506859397432	0.2795673770297	0.237914675381356	1.17507411672516	0.239965064858248	0.452740635278627	859.506859397432	-0.113370447063441	0.336191943632511	-0.337219404601097	0.735951510373082	0.862398829744744
DOC2	1023.16334860275	0.928462741217078	0.253809362058199	3.65811069256059	0.000254081315418048	0.000778575964650055	1023.16334860275	-0.233405410635049	0.254135832522563	-0.918427788471451	0.358394948038124	0.573766624786609	1023.16334860275	-0.444109575366588	0.359102737299273	-1.23672010608059	0.216191011622566	0.419669840725893
Beagle2	801.611560014453	0.835863985051604	0.193123540529471	4.3281310127185	1.50380011732214e-05	5.92289539188052e-05	801.611560014453	0.378045592003654	0.192981578680662	1.95897242932823	0.0501160157048108	0.167370570270841	801.611560014453	0.00442143707226121	0.272259056115796	0.0162398163548349	0.987043070788061	0.994499580690268
JUAN	818.188106851113	1.25172857832439	0.251027586301794	4.98641841227567	6.15088630759499e-07	3.06535597535791e-06	818.188106851113	0.415185419574164	0.251196920980429	1.65282845806264	0.0983657805641072	0.260651774063154	818.188106851113	-0.680509523835869	0.354617237399779	-1.91899730770474	0.054984674574201	0.174054335368903
ACCORD	731.59275949875	0.749873465946131	0.251232957938997	2.98477346323411	0.00283788408709522	0.00694206881239483	731.59275949875	0.191052417639141	0.25120361768486	0.760548034299488	0.446927068443549	0.649873267606998	731.59275949875	-0.231033847039188	0.354925726148449	-0.650935759282089	0.51508795672183	0.709798158298453
DMDM11	949.438261903907	0.469915663187185	0.281343139815132	1.67025811788396	0.0948683057453212	0.153960931681113	949.438261903907	-0.333805815661861	0.281469000868788	-1.18594166544639	0.235645337404566	0.447876873693881	949.438261903907	0.161138907584641	0.397892930747738	0.404980574251022	0.685491790082534	0.830415322329547
DMMDG3	784.043381123127	0.773231430283882	0.153290374710766	5.04422689123725	4.55358713578843e-07	2.31770131681108e-06	784.043381123127	-0.258551756213152	0.153858747566132	-1.68044885522041	0.0928700173404663	0.250861616537247	784.043381123127	-0.108331394022633	0.216917786128908	-0.499412224123728	0.617489009261833	0.784973311125425
TABOR	902.097048717323	0.281180391131263	0.122699906361687	2.29161047851509	0.0219281302838453	0.0431177985331317	902.097048717323	-0.0179692517523609	0.122297629003214	-0.146930499788256	0.88318687782813	0.942615879904209	902.097048717323	-0.0984612641464043	0.173171399243803	-0.568576939242625	0.569643278330471	0.751535440931113
TC1-2	692.155328086013	0.471973628302046	0.0929482803404113	5.07780914906121	3.81811933062384e-07	1.96884201965952e-06	692.155328086013	-0.166540193782938	0.0930611432043632	-1.78957820684852	0.0735217445585983	0.21563045547116	692.155328086013	-0.0244892125337849	0.131236811529556	-0.186603227008983	0.851971736405288	0.928251092393214
ROVER	743.805260868597	0.397778480130839	0.200462955850824	1.98429918606432	0.0472224968759861	0.084368253036987	743.805260868597	-0.196950273852545	0.200463331640971	-0.982475309775265	0.325865740810042	0.542947142725367	743.805260868597	-0.112500776642289	0.283497002663032	-0.396832331860696	0.691491106785455	0.834075188855047
DMIS176	714.601001375463	1.2109353128034	0.172065520266279	7.03764072505298	1.95522033231182e-12	2.58077503093202e-11	714.601001375463	-0.161194037646425	0.173054303375722	-0.931465063289718	0.351613048523539	0.567666997320483	714.601001375463	-0.355969493314638	0.243491525059644	-1.46193791848584	0.14375822291551	0.324055537288327
ROXELEMENT	656.673474768904	0.326120136067935	0.115169309339251	2.83165834664591	0.00463072986746409	0.0108171713937565	656.673474768904	-0.0852306805651358	0.114796686034636	-0.742448963547786	0.457815362876223	0.658787044448771	656.673474768904	0.0495980243420437	0.162353500254143	0.305494025471606	0.7599899196153	0.875928006211757
BS	615.248657854344	0.244647984822342	0.407354579160349	0.600577475590474	0.548121444039057	0.641538150231638	615.248657854344	-0.935398272318445	0.407729861909441	-2.29416179609185	0.0217812068512805	0.0943722785946752	615.248657854344	-0.0966032629986369	0.576719262931098	-0.167504831566859	0.866972846199077	0.933914428228448
DMIFACA	640.831280923103	0.966139931096303	0.190148319306037	5.08098065038028	3.75491369322985e-07	1.93849231630024e-06	640.831280923103	-0.247109782860112	0.190939678971216	-1.29417721969336	0.195604213526972	0.399802096316799	640.831280923103	-0.230781344579377	0.269122832362847	-0.857531642905067	0.39115113483743	0.601303949866116
TAHRE	507.207491325051	0.906418222021196	0.218431007740379	4.1496774262862	3.32944132661685e-05	0.000122369323744348	507.207491325051	0.625105456211512	0.217997212556945	2.86749288616808	0.00413738105610121	0.0284405115082714	507.207491325051	-0.270629754594782	0.307446511760259	-0.880249878410765	0.37872395831916	0.58928204134004
GYPSY12	625.169349216922	0.493168904760693	0.11397406989362	4.32702723716898	1.51135278693237e-05	5.95061781922047e-05	625.169349216922	-0.298244220125613	0.114432028853419	-2.60630020383233	0.00915262036515749	0.0507378469745111	625.169349216922	0.264500297797145	0.161016610794996	1.64268951191565	0.100447189879459	0.257106765702207
DMGYPF1A	413.978482466867	0.661476552758897	0.19623356524067	3.37086345013215	0.00074932989776896	0.00207912223761543	413.978482466867	0.133197287082496	0.196111528183634	0.679191520846106	0.497016519126833	0.69038103856689	413.978482466867	-0.16661111533707	0.276753584880767	-0.6020197187648	0.547161011705052	0.735519446671316
GYPSY7	680.113174416504	0.939350370201717	0.242917498819681	3.86695225649019	0.000110203992571801	0.000365573529928384	680.113174416504	-0.60287562036925	0.243876239919251	-2.47205558265482	0.0134338627711926	0.067149225836866	680.113174416504	-0.00527996127022198	0.344062829731678	-0.0153459217734727	0.987756206510959	0.994730068964625
CIRC	496.291225862397	0.737716303005009	0.127805170418837	5.77219450971664	7.82457172677789e-09	5.42084707558275e-08	496.291225862397	-0.393677786437902	0.129129395910336	-3.04870772191378	0.00229827963378438	0.0181406711826038	496.291225862397	-0.121777913325603	0.181468410535411	-0.671069487886655	0.502176263508792	0.700690918642785
INVADER4	598.714055097292	0.800366216814351	0.221057015054144	3.62063251699257	0.000293883681437714	0.000888428375424751	598.714055097292	-0.0619546088513894	0.221392513054047	-0.27984057815119	0.779599818066403	0.88549347327267	598.714055097292	0.183348691935106	0.312234364168796	0.5872149672673	0.55705934142636	0.742598785650466
TRANSIB2	508.661767022389	0.613834703419017	0.110631140662759	5.54848028992298	2.88163362961633e-08	1.81661118630834e-07	508.661767022389	-0.0791632168476614	0.110903003983058	-0.713805884462377	0.475347220469803	0.672863400900035	508.661767022389	-0.172385727204005	0.156158157338511	-1.10391752913885	0.269628914187911	0.479321253184674
IVK	540.986004515518	0.533390507634948	0.187814026998915	2.83999292362775	0.00451145345963105	0.0105622386972372	540.986004515518	-0.471927943820857	0.188468566137349	-2.50401408305369	0.0122793146404623	0.0628345641246157	540.986004515518	0.134132262383807	0.265969495424549	0.504314459707874	0.614040417944029	0.782679356601997
TIRANT	458.974632544555	0.519441275999915	0.235525517004785	2.20545647285157	0.0274220789699259	0.0525602949981191	458.974632544555	-0.224824902444229	0.235742061902028	-0.953690235125133	0.340240464463661	0.556291911267256	458.974632544555	0.00214837047308622	0.333046487089854	0.00645066246414606	0.994853151707222	0.997945856049674
DMTNFB	480.520781412733	0.92245695823206	0.17743331359934	5.19889382393572	2.00477993588935e-07	1.09011437668875e-06	480.520781412733	-0.236242562644067	0.178450642198642	-1.32385381040598	0.185551600908714	0.387291725843757	480.520781412733	-0.270303586280404	0.251242440890377	-1.07586753783507	0.281986501849979	0.493217516699657
DMPOGOR11	392.157693732789	0.187777191896905	0.166641161671626	1.12683559099839	0.25981199956265	0.355318220942232	392.157693732789	-0.530395462475945	0.166948025915481	-3.17700948883614	0.00148802167335762	0.0131705710999327	392.157693732789	0.184514099587327	0.236239730630179	0.781046012434604	0.434775432942897	0.640132271964645
DM33463	447.21103990649	0.646501493941861	0.144770590506284	4.4656963246537	7.98087474583965e-06	3.30583259685942e-05	447.21103990649	-0.122723468802259	0.145185101770222	-0.845289684037198	0.397949119350277	0.608094963784243	447.21103990649	-0.153078021348966	0.204589164400582	-0.748221548279273	0.454326535623579	0.659215018253939
DM88	536.64446328864	0.209558143973687	0.152856871497964	1.37094356256322	0.1703925500647	0.250778072307662	536.64446328864	-0.142849480525472	0.152405760794982	-0.937297119087474	0.348605744458816	0.564584230760517	536.64446328864	-0.00571679855339029	0.215885383792865	-0.0264807114448997	0.978873918241509	0.989958123968236
GYPSY6	366.737010764736	0.789593725867745	0.194072679574449	4.06854652390599	4.73073160613904e-05	0.000167739624252679	366.737010764736	-0.28393522200467	0.195142290647105	-1.45501634250127	0.145664737241158	0.33283472521202	366.737010764736	-0.0315157792023035	0.274670701755673	-0.114740228939079	0.908651026402741	0.954244750976089
DME278684	448.57362398779	0.290006487506142	0.190264827610378	1.52422542383931	0.127452409125714	0.197008157357151	448.57362398779	-0.365630166355623	0.190380553003634	-1.92052266151704	0.0547919135165497	0.177553853767066	448.57362398779	0.165018471046803	0.269155067323325	0.613098139625856	0.539811450256566	0.729299559280987
DMTRDNA	444.435836632851	0.611990518009248	0.230626572432155	2.6535993296665	0.00796383275031962	0.0175369577906001	444.435836632851	-0.0137487216721355	0.23067312519326	-0.0596026158687393	0.952472134912994	0.975965784128811	444.435836632851	-0.168601754359818	0.325850764371434	-0.517420159148777	0.604862890176467	0.776908774445666
GYPSY2	291.740327338326	0.727945495807269	0.202181226049567	3.60046038908086	0.000317654221054002	0.000952748898544878	291.740327338326	-0.250598576394932	0.203216150735399	-1.23316269641003	0.217515069871704	0.425639396934664	291.740327338326	-0.000905546298309192	0.286003057744398	-0.00316621194700121	0.997473732592188	0.998971740800927
DIVER2	433.726335760784	0.483058714491447	0.137849102535793	3.50425723204124	0.000457882838705054	0.00132834702458782	433.726335760784	-0.322022469567197	0.138415369603187	-2.3264935858668	0.0199922342516922	0.0887209306934537	433.726335760784	0.120977929016501	0.195038084760749	0.620278491582312	0.535074452844248	0.725313890790824
TC1	415.659666299229	0.530995298236747	0.109052597512977	4.86916690061933	1.12069723708231e-06	5.33838359708856e-06	415.659666299229	-0.080551870844234	0.109124617020034	-0.738164064570742	0.460414757055873	0.661104565785447	415.659666299229	0.0141277000594127	0.153464827461796	0.0920582278889258	0.926651776782861	0.962285953191136
McCLINTOCK	587.957315569369	0.487783314986036	0.090882355185993	5.36719491905525	7.99706180243846e-08	4.66733799041487e-07	587.957315569369	-0.0916879514795905	0.0908504918059565	-1.0092179982407	0.312870096759817	0.530947241588007	587.957315569369	-0.0183372441323143	0.127976762204406	-0.143285732631881	0.886064523273106	0.943436338741951
GTWIN	313.619700926295	0.63861194448778	0.329903080196954	1.93575623515405	0.0528975633816064	0.0929792717201866	313.619700926295	0.170358392080876	0.32971952993745	0.516676680065613	0.605381877640576	0.771057447697861	313.619700926295	-0.198442802637217	0.465907954637935	-0.425927054178396	0.67016100053148	0.819513507129143
INVADER	429.050081681643	0.499293745672369	0.158066243138271	3.15876265393113	0.00158440467196978	0.00411041421593092	429.050081681643	-0.318488531134701	0.158591973297851	-2.00822604392814	0.0446192766594794	0.154560711972513	429.050081681643	0.090575589336916	0.223650235017491	0.404987677879401	0.685486568459555	0.830415322329547
G4_DM	352.768892753594	0.638230110808386	0.144293226267056	4.4231467222665	9.72736326624329e-06	3.9775099153804e-05	352.768892753594	-0.183118841817783	0.144986941432482	-1.26300230909457	0.206588349875741	0.412775857583247	352.768892753594	-0.0871437295269003	0.204003962841626	-0.427166846727151	0.669257807055388	0.818963071851968
DMHFL1	374.023948435125	0.439026592374928	0.210828360138832	2.08238868853235	0.037306980808538	0.0688803701175037	374.023948435125	-0.127742306138825	0.210776446006202	-0.606055887929082	0.544477641891559	0.726495414602539	374.023948435125	-0.110351347290265	0.297977275939532	-0.370334774496892	0.71113306649917	0.846035212201617
STALKER4	416.507081943899	0.902537400671278	0.150241669812385	6.00723755132863	1.88710926789207e-09	1.46021632065884e-08	416.507081943899	0.0156644250541239	0.150958429142441	0.103766481561246	0.917354666673902	0.958726688142625	416.507081943899	-0.230436303225661	0.211978431230411	-1.08707429283306	0.27700397787119	0.487611053814492
GYPSY10	382.094278925598	0.433556001704285	0.120624046958699	3.59427504411897	0.00032529606169327	0.000973703523819277	382.094278925598	-0.134507175443779	0.120547735278164	-1.11580010303307	0.264507709697756	0.480991783811872	382.094278925598	-0.0763593060981453	0.170249460055059	-0.448514233604327	0.653782116091196	0.809278864900413
G5_DM	361.298173352767	0.612545178409484	0.232364682677349	2.63613717606146	0.00838558242355401	0.0183899659808661	361.298173352767	-0.575986033642926	0.23345874582626	-2.4671855046783	0.0136179787905864	0.0677907648581278	361.298173352767	-0.236005235381583	0.329746242054005	-0.715717740743594	0.474165654096093	0.676423137182433
TARTC	361.366597003521	0.261008542536889	0.347768353484588	0.750524134590229	0.45293909371654	0.556306381764091	361.366597003521	-0.677133334815133	0.348194078501074	-1.94470089132502	0.0518109882131761	0.171349177194751	361.366597003521	-0.106910003158965	0.492615519471702	-0.21702524369029	0.828188672126078	0.914288851923315
INVADER6	333.248409245072	0.699567761733853	0.171812832488342	4.07168516811059	4.66742371865208e-05	0.000165670619968402	333.248409245072	-0.0125115787331933	0.172148724696845	-0.0726788929469346	0.942061645109494	0.970709085797066	333.248409245072	0.112453715854013	0.241991592021666	0.464700921691301	0.642145648230336	0.802120744161845
DMBARI1	279.583219146002	1.78322171049428	0.301863134724211	5.90738485546924	3.47581105511607e-09	2.56343461764793e-08	279.583219146002	0.317837646650027	0.303692805193703	1.0465761493668	0.295295106881847	0.514021310689627	279.583219146002	-0.177552553985563	0.425472109766371	-0.417307151068158	0.676453758577159	0.824185986242061
DMTHB1	322.603515543272	0.406431019030085	0.108360045052673	3.75074612448271	0.000176309145311932	0.000559693632945356	322.603515543272	-0.133524889547631	0.108143317937668	-1.23470309672385	0.21694102296724	0.425277552800206	322.603515543272	-0.0269210267516953	0.152657260058668	-0.176349469008871	0.860019400308279	0.931742018984481
QBERT	307.09186540406	0.745751925595368	0.162626736745142	4.58566617347836	4.52541175444461e-06	1.93629697819772e-05	307.09186540406	-0.392377607576177	0.164373768650866	-2.38710598897077	0.0169815947179873	0.0792159571080727	307.09186540406	0.0144379855294438	0.230670086070984	0.0625914949587386	0.950091802178652	0.97478304995024
INVADER3	319.537055815692	0.374022339048899	0.126361814099786	2.95993169861853	0.00307707253625298	0.00747384866162373	319.537055815692	-0.0962636998949062	0.125907179113563	-0.764560850085288	0.444533089255367	0.648113830163941	319.537055815692	-0.0592786754411435	0.178069240409166	-0.332896772653904	0.739212205685353	0.864356975189983
G5A	312.190120887616	0.069826453654331	0.120797665742897	0.578044726484601	0.563233922928184	0.655263013405267	312.190120887616	-0.320476928062622	0.119966652351024	-2.67138343683127	0.00755393030918967	0.0440094015988033	312.190120887616	0.101284071071778	0.170852065178861	0.59281736492764	0.553303385164342	0.739635675771603
TRANSIB3	283.666200368831	0.864053865890157	0.155935188127911	5.5411089457332	3.00562142451264e-08	1.89031815932072e-07	283.666200368831	-0.185676908570809	0.157532299832062	-1.17865928935686	0.238533872574167	0.450726369807812	283.666200368831	-0.177454866125066	0.220695365852072	-0.804071555557768	0.421355650901638	0.627802167320009
